year,age,goals,pim,assists,plus_minus,league,games_played,team,points
1932-33,18,5,2,2,0,HOHL,11,Hull-Lasalle Juniors,7
1933-34,19,21,2,14,0,HOHL,11,Hull-Lasalle Juniors,35
1934-35,20,4,10,6,0,OCHL,14,Ottawa Senators,10
1935-36,21,8,4,4,0,OCHL,11,Ottawa Senators,12
1935-36,21,2,4,1,0,Can-Am,22,Providence Reds,3
1938-39,24,1,0,3,0,IAHL,9,New Haven Eagles,4
1940-41,26,34,12,24,0,QPHL,34,St-Jerome Papermakers,58
1941-42,27,4,0,15,0,AHL,34,Washington Lions,19
1942-43,28,8,8,20,0,AHL,49,Washington Lions,28
1943-44,29,6,0,5,0,MCHL,11,2 Teams,11
1943-44,29,1,0,2,0,MCHL,3,University of Montreal,3
1943-44,29,5,0,3,0,MCHL,8,Montreal Vickers,8
1944-45,30,2,0,9,0,QSHL,11,Hull Volants,11
