pim,team,assists,plus_minus,points,league,games_played,year,age,goals
0,HC Chemopetrol Litvinov,6,0,14,Czech,11,1992-93,20,8
0,HC Chemopetrol Litvinov,2,0,4,CzRep,4,1993-94,21,2
18,Kansas City Blades,10,0,23,IHL,21,1994-95,22,13
6,Kansas City Blades,1,0,1,IHL,5,1995-96,23,0
4,Kentucky Thoroughblades,1,0,1,AHL,4,1996-97,24,0
6,HIFK Helsinki,11,0,17,Finland,9,1997-98,25,6
31,HIFK Helsinki,6,0,14,Finland,8,1998-99,26,8
30,HIFK Helsinki,1,0,2,EuroHL,3,1998-99,26,1
10,HIFK Helsinki,6,0,9,Finland,9,1999-00,27,3
0,HIFK Helsinki,1,0,1,EuroHL,1,1999-00,27,0
25,Blues Espoo,1,0,2,Finland,3,2001-02,29,1
4,Blues Espoo,4,0,9,Finland,7,2002-03,30,5
16,HC Chemopetrol Litvinov,2,0,3,CzRep,6,2004-05,32,1
2,HC Moeller Pardubice,4,0,11,CzRep,16,2006-07,34,7
