game_winning_goals,plus_minus,shots,shorthanded_assists,games_played,assists,year,even_strength_assists,shorthanded_goals,goals,power_play_goals,average_ice_time,league,shotsPercentage,power_play_assists,age,pim,awards,points,even_strength_goals,total_ice_time,team
1,-15,80,0,50,12,1993-94,11,1,6,0,,NHL,7.5,1,22,36,[],18,5,,TOT
1,-5,43,0,34,7,1993-94,6,1,5,0,,NHL,11.6,1,22,26,[],12,4,,CGY
0,-10,37,0,16,5,1993-94,5,0,1,0,,NHL,2.7,0,22,10,[],6,1,,HAR
0,-3,31,0,34,6,1994-95,6,0,3,0,,NHL,9.7,0,23,21,[],9,3,,HAR
1,-19,80,0,42,7,1995-96,5,0,9,1,,NHL,11.3,2,24,54,[],16,8,,OTT
2,-9,114,0,73,9,1996-97,9,0,9,1,,NHL,7.9,0,25,54,[],18,8,,MDA
0,-10,110,0,73,10,1997-98,10,1,6,0,,NHL,5.5,0,26,82,[],16,5,,MDA
0,2,79,0,75,6,1998-99,6,0,5,0,8:15,NHL,6.3,0,27,83,[],11,5,619,MDA
0,-9,57,0,66,2,1999-00,2,0,3,1,7:23,NHL,5.3,0,28,37,[],5,2,487,TOT
0,-1,9,0,11,1,1999-00,1,0,1,0,7:06,NHL,11.1,0,28,6,[],2,1,78,MDA
0,-8,48,0,55,1,1999-00,1,0,2,1,7:27,NHL,4.2,0,28,31,[],3,1,409,NYI
0,-3,3,0,1,0,2000-01,0,0,0,0,14:44,NHL,0.0,0,29,0,[],0,0,15,CBJ
