assists,year,games_played,points,goals,team,age,pim,plus_minus,league
28,1987-88,24,49,21,Fairfield Prep Jesuits,16,0,0,High-CT
31,1988-89,25,66,35,Fairfield Prep Jesuits,17,0,0,High-CT
13,1989-90,17,22,9,Harvard Crimson,18,10,0,ECAC
1,1989-90,7,3,2,United States,18,2,0,WJC-A
18,1990-91,25,36,18,Harvard Crimson,19,22,0,ECAC
7,1990-91,8,12,5,United States,19,2,0,WJC-A
23,1991-92,53,34,11,United States,20,30,0,Nat-Tm
1,1991-92,7,2,1,United States,20,0,0,Olympics
41,1992-93,31,63,22,Harvard Crimson,21,28,0,ECAC
0,1992-93,6,0,0,United States,21,0,0,WC-A
4,1993-94,11,5,1,United States,22,11,0,Nat-Tm
2,1993-94,7,3,1,United States,22,2,0,Olympics
1,1994-95,2,1,0,Springfield Indians,23,0,0,AHL
1,1997-98,6,1,0,United States,26,4,0,WC-A
21,2000-01,68,42,21,Chicago Wolves,29,53,6,IHL
15,2001-02,67,29,14,2 Teams,30,33,-25,AHL
10,2001-02,51,18,8,Albany River Rats,30,23,-27,AHL
5,2001-02,16,11,6,Lowell Lock Monsters,30,10,2,AHL
22,2002-03,52,38,16,Hamburg Freezers,31,52,0,Germany
2,2002-03,6,4,2,United States,31,2,0,WC-A
16,2003-04,52,30,14,Kassel Huskies,32,102,0,Germany
15,2004-05,51,27,12,Kassel Huskies,33,67,0,Germany
26,2005-06,48,47,21,Krefeld Pinguine,34,66,0,Germany
20,2006-07,49,29,9,Krefeld Pinguine,35,97,0,Germany
