power_play_goals,games_played,points,game_winning_goals,league,year,age,goals,team,average_ice_time,assists,pim,plus_minus,shorthanded_goals,shots,total_ice_time,win,shotsPercentage,even_strength_goals
0,3,0,0,NHL,1983-84,20,0,PHI,,0,4,-2,0,2,,,0.0,0
0,2,0,0,NHL,1986-87,23,0,LAK,,0,0,1,0,1,,,0.0,0
0,4,1,0,NHL,1987-88,24,0,LAK,,1,8,-1,0,2,,,0.0,0
