average_ice_time,points,game_winning_goals,shorthanded_goals,league,age,even_strength_assists,pim,plus_minus,shots,even_strength_goals,power_play_goals,shorthanded_assists,power_play_assists,year,team,goals,assists,awards,shotsPercentage,total_ice_time,games_played
,10,0,0,NHL,20,7,11,6,24,3,0,0,0,1980-81,PHI,3,7,[],12.5,,14
,72,2,0,NHL,21,26,44,18,240,23,10,0,13,1981-82,PHI,33,39,"[{'link': '/awards/voting-1982.html#calder', 'name': 'Calder-7'}]",13.8,,72
,60,6,2,NHL,22,17,49,3,241,24,3,0,14,1982-83,PHI,29,31,[],12.0,,73
,48,1,0,NHL,23,18,44,-18,214,22,5,0,3,1983-84,TOT,27,21,[],12.6,,76
,3,0,0,NHL,23,3,4,1,12,0,0,0,0,1983-84,PHI,0,3,[],0.0,,8
,45,1,0,NHL,23,15,40,-19,202,22,5,0,3,1983-84,PIT,27,18,[],13.4,,68
,27,2,0,NHL,24,13,18,7,78,9,1,0,4,1984-85,TOT,10,17,[],12.8,,54
,5,0,0,NHL,24,5,4,4,20,0,0,0,0,1984-85,PIT,0,5,[],0.0,,12
,22,2,0,NHL,24,8,14,3,58,9,1,0,4,1984-85,MTL,10,12,[],17.2,,42
,67,3,2,NHL,25,30,26,8,199,15,5,0,15,1985-86,STL,22,45,[],11.1,,79
,35,2,0,NHL,26,18,12,-9,101,14,2,0,1,1986-87,STL,16,19,[],15.8,,60
,9,1,0,NHL,27,4,4,5,27,5,0,0,0,1987-88,STL,5,4,[],18.5,,21
,0,0,0,NHL,28,0,0,-3,3,0,0,0,0,1988-89,BOS,0,0,[],0.0,,4
