bad_start,shutouts,awards,points,goals_allowed_average,goals_saved_aboved_average,shots_againist,league,good_starts,age,good_start_precentages,saves,pim,goals,games_started,goals_allowed_precentage,goals_allowed,saves_percentage,year,team,loses,goalie_point_share,assists,ties,wins,games_played,minutes
0,2,[],0,2.44,0,233,NHL,0,23,0,209,0,0,0,0,24,.897,2000-01,MTL,5,1.3,0,1,4,11,589
0,0,[],0,4.37,0,147,NHL,0,24,0,128,0,0,0,0,19,.871,2001-02,MTL,4,0.3,0,0,1,5,261
0,2,[],0,1.99,0,267,NHL,0,25,0,251,0,0,0,0,16,.940,2002-03,MTL,5,2.6,0,0,3,8,482
0,0,[],0,2.27,4.75,480,NHL,0,26,0,442,2,0,0,89,38,.921,2003-04,MTL,6,3.5,0,2,8,19,1003
0,4,[],3,3.22,-13.40,1738,NHL,0,28,0,1553,8,0,0,108,185,.894,2005-06,LAK,26,9.1,3,3,31,63,3446
0,2,[],1,2.66,1.45,849,NHL,0,29,0,770,6,0,0,98,79,.907,2006-07,LAK,10,5.3,1,6,13,32,1779
9,4,[],0,2.66,5.46,1359,NHL,25,30,.568,1241,8,0,44,96,118,.913,2007-08,EDM,18,9.0,0,1,26,47,2658
6,0,[],0,3.11,-7.06,502,NHL,7,31,.438,449,0,0,16,115,53,.894,2008-09,TOT,9,2.2,0,0,8,19,1021
4,0,[],0,3.17,-5.66,408,NHL,6,31,.462,365,0,0,13,115,43,.895,2008-09,EDM,8,1.8,0,0,6,15,815
2,0,[],0,2.91,0,94,NHL,1,31,.333,84,0,0,3,0,10,.894,2008-09,PIT,1,0.4,0,0,2,4,206
7,2,[],0,2.81,-6.87,858,NHL,17,32,.630,775,2,0,27,109,83,.903,2009-10,CBJ,9,4.4,0,6,12,35,1771
5,3,[],1,2.72,-10.73,887,NHL,10,33,.345,799,2,0,29,114,88,.901,2010-11,CBJ,14,4.0,1,6,10,36,1938
7,1,[],2,2.85,-15.02,1191,NHL,20,34,.455,1073,0,0,44,115,118,.901,2011-12,TBL,16,5.4,2,4,23,48,2484
4,0,[],0,2.90,-6.39,427,NHL,6,35,.375,383,0,0,16,117,44,.897,2012-13,TBL,9,1.9,0,2,5,18,910
