game_winning_goals,plus_minus,shots,shorthanded_assists,games_played,assists,year,even_strength_assists,shorthanded_goals,goals,power_play_goals,average_ice_time,league,shotsPercentage,power_play_assists,age,pim,awards,points,even_strength_goals,total_ice_time,team
0,-1,12,1,6,3,1991-92,2,0,1,1,,NHL,8.3,0,19,4,[],4,0,,CHI
0,2,10,0,12,5,1992-93,4,0,0,0,,NHL,0.0,1,20,0,[],5,0,,CHI
1,7,46,0,33,6,1994-95,5,0,2,1,,NHL,4.3,1,22,37,[],8,1,,PHI
0,12,104,0,82,15,1995-96,8,0,5,1,,NHL,4.8,7,23,101,[],20,4,,PHI
1,6,101,0,62,15,1996-97,12,0,4,2,,NHL,4.0,3,24,35,[],19,2,,PHI
0,-8,91,0,78,9,1997-98,8,1,5,0,,NHL,5.5,1,25,110,[],14,4,,TBL
0,-23,88,1,78,5,1998-99,0,0,4,1,19:05,NHL,4.5,4,26,50,[],9,3,1489,TOT
0,-21,27,1,33,1,1998-99,0,0,2,0,20:14,NHL,7.4,0,26,18,[],3,2,668,TBL
0,-2,61,0,45,4,1998-99,0,0,2,1,18:15,NHL,3.3,4,26,32,[],6,1,821,PHI
0,-5,69,0,72,13,1999-00,9,1,7,3,19:32,NHL,10.1,4,27,46,[],20,3,1406,TOT
0,-2,5,0,5,1,1999-00,1,0,0,0,14:54,NHL,0.0,0,27,6,[],1,0,74,PHI
0,-3,64,0,67,12,1999-00,8,1,7,3,19:53,NHL,10.9,4,27,40,[],19,3,1332,MTL
1,9,66,1,67,9,2000-01,7,0,8,2,15:40,NHL,12.1,1,28,44,[],17,6,1049,MTL
1,16,85,0,80,7,2001-02,7,0,5,0,19:54,NHL,5.9,0,29,32,[],12,5,1592,MTL
0,-5,24,0,65,4,2002-03,4,0,1,0,15:00,NHL,4.2,0,30,34,[],5,1,975,MTL
0,-2,6,0,9,0,2003-04,0,0,0,0,13:02,NHL,0.0,0,31,2,[],0,0,117,MTL
