average_ice_time,total_shots,points,game_winning_goals,shorthanded_goals,blocks,league,age,even_strength_assists,faceoff_wins,pim,plus_minus,shots,faceoff_percentage,even_strength_goals,faceoff_loses,power_play_goals,shorthanded_assists,power_play_assists,takeaways,year,team,goals,hits,assists,giveaways,shotsPercentage,total_ice_time,games_played,awards
7:38,10,0,0,0,0,NHL,21,0,0,2,0,6,0,0,0,0,0,0,1,2012-13,PHX,0,6,0,0,0.0,38,5,[]
8:42,18,2,0,0,1,NHL,22,1,15,17,0,8,37.5,1,25,0,0,0,2,2013-14,TOT,1,22,1,3,12.5,104,12,[]
7:41,5,0,0,0,1,NHL,22,0,0,17,0,4,0.0,0,2,0,0,0,0,2013-14,PHX,0,10,0,1,0.0,46,6,[]
9:42,13,2,0,0,0,NHL,22,1,15,0,0,4,39.5,1,23,0,0,0,2,2013-14,WSH,1,12,1,2,25.0,58,6,[]
6:28,4,1,0,0,1,NHL,23,0,1,2,1,4,33.3,1,2,0,0,0,0,2014-15,WSH,1,6,0,2,25.0,32,5,[]
7:41,2,0,0,0,0,NHL,24,0,0,0,0,1,0,0,0,0,0,0,0,2015-16,WSH,0,2,0,0,0.0,8,1,[]
