pim,team,assists,plus_minus,points,league,games_played,year,age,goals
66,U.S. National Team Development Program,6,-2,14,NAHL,43,2007-08,16,8
8,U.S. National Team Development Program,1,0,6,U-17,17,2007-08,16,5
37,U.S. National Team Development Program,2,3,8,NAHL,15,2008-09,17,6
83,U.S. National Team Development Program,16,0,30,U-18,47,2008-09,17,14
8,United States,3,6,7,WJ18-A,7,2008-09,17,4
58,University of Michigan,15,0,28,CCHA,45,2009-10,18,13
59,University of Michigan,14,0,23,CCHA,42,2010-11,19,9
4,United States,1,0,3,WJC-A,6,2010-11,19,2
66,University of Michigan,17,0,29,CCHA,38,2011-12,20,12
98,Portland Pirates,18,-8,47,AHL,68,2012-13,21,29
68,Portland Pirates,21,-6,35,AHL,51,2013-14,22,14
2,Hershey Bears,3,2,5,AHL,12,2013-14,22,2
70,Hershey Bears,11,3,28,AHL,64,2014-15,23,17
