pim,team,assists,plus_minus,points,league,games_played,year,age,goals
36,Red Deer Rustlers,2,0,7,AJHL,60,1977-78,17,5
63,Red Deer Rustlers,22,0,35,AJHL,37,1978-79,18,13
60,2 Teams,12,0,13,WHL,35,1978-79,18,1
0,Billings Bighorns,0,0,0,WHL,1,1978-79,18,0
60,Medicine Hat Tigers,12,0,13,WHL,34,1978-79,18,1
284,Medicine Hat Tigers,40,0,47,WHL,72,1979-80,19,7
164,Medicine Hat Tigers,46,0,60,WHL,72,1980-81,20,14
78,Erie Blades,18,0,19,AHL,69,1981-82,21,1
9,Muskegon Mohawks,0,0,0,IHL,1,1982-83,22,0
45,Baltimore Skipjacks,8,0,10,AHL,31,1982-83,22,2
100,Baltimore Skipjacks,12,0,14,AHL,33,1983-84,23,2
92,2 Teams,5,0,5,IHL,46,1992-93,32,0
40,Indianapolis Ice,3,0,3,IHL,15,1992-93,32,0
52,Salt Lake Golden Eagles,2,0,2,IHL,31,1992-93,32,0
131,Las Vegas Thunder,9,0,11,IHL,69,1993-94,33,2
53,Las Vegas Thunder,3,0,5,IHL,27,1994-95,34,2
