league,games_played,game_winning_goals,age,shots,points,power_play_assists,total_ice_time,team,awards,shotsPercentage,even_strength_goals,assists,plus_minus,goals,shorthanded_goals,year,average_ice_time,power_play_goals,pim,shorthanded_assists,even_strength_assists
NHL,15,0,21,24,7,0,,TOT,[],12.5,2,4,-1,3,0,1981-82,,1,8,0,4
NHL,4,0,21,2,0,0,,EDM,[],0.0,0,0,-1,0,0,1981-82,,0,0,0,0
NHL,11,0,21,22,7,0,,TOR,[],13.6,2,4,0,3,0,1981-82,,1,8,0,4
NHL,72,3,22,163,59,4,,TOR,[],17.2,19,31,8,28,0,1982-83,,9,71,0,27
NHL,38,0,23,77,25,4,,TOR,[],14.3,7,14,-13,11,0,1983-84,,4,48,0,10
NHL,32,0,24,51,20,3,,TOR,[],9.8,4,15,1,5,0,1984-85,,1,26,0,12
NHL,33,1,25,76,34,7,,TOR,[],15.8,7,22,6,12,0,1985-86,,5,25,0,15
NHL,75,5,26,253,87,18,,NYR,[],15.8,29,47,16,40,0,1986-87,,11,49,0,29
NHL,77,4,27,202,88,27,,NYR,[],18.8,25,50,2,38,0,1987-88,,13,76,0,23
NHL,72,2,28,197,75,16,,QUE,[],19.3,24,37,-18,38,0,1988-89,,14,107,1,20
NHL,33,0,29,50,14,4,,NJD,[],8.0,3,10,-4,4,0,1989-90,,1,28,0,6
NHL,14,0,30,22,10,1,,NJD,[],18.2,4,6,8,4,0,1990-91,,0,10,0,5
NHL,7,0,31,9,3,1,,NJD,[],11.1,1,2,-1,1,0,1991-92,,0,6,0,1
