pim,team,assists,plus_minus,points,league,games_played,year,age,goals
0,Philadelphia Little Flyers,23,0,32,AtJHL,42,2005-06,16,9
79,St. John\'s Fog Devils,25,-8,41,QMJHL,68,2006-07,17,16
92,St. John\'s Fog Devils,25,-15,41,QMJHL,65,2007-08,18,16
63,Junior de Montreal,29,-1,34,QMJHL,59,2008-09,19,5
64,Portland Pirates,17,2,23,AHL,65,2009-10,20,6
49,Portland Pirates,24,7,39,AHL,72,2010-11,21,15
39,Rochester Americans,14,5,30,AHL,52,2011-12,22,16
57,Rochester Americans,21,-4,35,AHL,36,2012-13,23,14
115,Toronto Marlies,47,-10,72,AHL,76,2013-14,24,25
59,Rockford IceHogs,27,12,36,AHL,54,2014-15,25,9
12,Toronto Marlies,13,5,16,AHL,19,2014-15,25,3
