age,win,shotsPercentage,even_strength_goals,assists,plus_minus,league,games_played,shorthanded_goals,year,game_winning_goals,shots,goals,average_ice_time,power_play_goals,pim,total_ice_time,team,points
18,,0,0,9,10,WHA,17,0,1975-76,0,0,2,,0,36,,NEW,11
19,,0,0,2,-2,WHA,5,0,1976-77,0,0,2,,0,4,,NEW,4
20,,0,0,5,1,WHA,14,0,1977-78,0,0,0,,0,29,,NEW,5
21,,0,0,4,4,WHA,10,0,1978-79,0,0,0,,0,10,,NEW,4
22,,20.0,1,1,-3,NHL,3,0,1979-80,0,5,1,,0,2,,HAR,2
23,,5.0,0,5,0,NHL,0,1,1980-81,0,20,1,,0,17,,MNS,6
24,,0.0,0,3,1,NHL,4,0,1981-82,0,9,0,,0,27,,MNS,3
25,,4.0,1,5,-3,NHL,9,0,1982-83,0,25,1,,0,14,,MNS,6
26,,9.7,1,7,3,NHL,15,1,1983-84,0,31,3,,1,23,,MNS,10
27,,16.7,1,6,1,NHL,9,0,1984-85,0,6,1,,0,6,,MNS,7
28,,0.0,0,4,3,NHL,5,0,1985-86,0,2,0,,0,8,,MNS,4
30,,12.5,1,2,0,NHL,10,0,1987-88,0,8,1,,0,33,,STL,3
31,,5.6,1,7,3,NHL,10,0,1988-89,0,18,1,,0,8,,STL,8
32,,0.0,0,2,6,NHL,10,0,1989-90,0,6,0,,0,26,,STL,2
33,SC,8.3,1,2,13,NHL,0,0,1990-91,0,12,1,,0,63,,PIT,3
34,SC,0.0,0,2,-1,NHL,19,0,1991-92,0,8,0,,0,32,,PIT,2
35,,0,0,0,-2,NHL,4,0,1992-93,0,0,0,,0,6,,BOS,0
36,,0.0,0,1,0,NHL,12,0,1993-94,0,9,0,,0,8,,BOS,1
