year,age,goals,pim,assists,plus_minus,league,games_played,team,points
1977-78,17,10,100,9,0,BCJHL,39,Abbotsford Flyers,19
1977-78,17,3,71,22,0,WCJHL,44,New Westminster Bruins,25
1978-79,18,7,142,33,0,WHL,71,New Westminster Bruins,40
1978-79,18,1,2,1,0,WJC-A,5,Canada,2
1979-80,19,13,236,38,0,WHL,67,New Westminster Bruins,51
1979-80,19,0,20,3,0,AHL,6,Binghamton Dusters,3
1980-81,20,1,109,10,0,AHL,47,Springfield Indians,11
1981-82,21,0,36,3,0,AHL,10,Erie Blades,3
1982-83,22,2,215,24,0,AHL,72,Baltimore Skipjacks,26
1983-84,23,0,173,21,0,AHL,64,2 Teams,21
1983-84,23,0,156,18,0,AHL,50,Hershey Bears,18
1983-84,23,0,17,3,0,AHL,14,Moncton Alpines,3
1984-85,24,2,97,10,0,AHL,37,Nova Scotia Oilers,12
1985-86,25,2,72,8,0,AHL,19,Nova Scotia Oilers,10
