league,games_played,game_winning_goals,age,shots,points,power_play_assists,total_ice_time,team,awards,shotsPercentage,even_strength_goals,assists,plus_minus,goals,shorthanded_goals,year,average_ice_time,power_play_goals,pim,shorthanded_assists,even_strength_assists
NHL,36,1,24,52,23,1,,MTL,[],23.1,10,11,10,12,0,1981-82,,2,33,0,10
NHL,75,3,25,128,44,5,,WSH,[],13.3,12,27,-7,17,0,1982-83,,5,41,0,22
NHL,0,3,26,111,52,13,,WSH,[],18.0,13,32,4,20,0,1983-84,,7,69,0,19
NHL,78,3,27,104,50,10,,WSH,[],15.4,11,34,12,16,0,1984-85,,5,38,0,24
NHL,75,4,28,114,75,18,,WSH,[],26.3,20,45,24,30,0,1985-86,,10,43,0,27
NHL,80,5,29,109,52,9,,WSH,[],20.2,11,30,-3,22,0,1986-87,,11,67,0,21
NHL,59,1,30,74,22,5,,TOT,[],12.2,4,13,-16,9,0,1987-88,,5,32,0,8
NHL,40,1,30,45,10,2,,WSH,[],11.1,2,5,-8,5,0,1987-88,,3,26,0,3
NHL,19,0,30,29,12,3,,LAK,[],13.8,2,8,-8,4,0,1987-88,,2,6,0,5
NHL,66,0,31,87,23,1,,TOR,[],11.5,10,13,-22,10,0,1988-89,,0,41,0,12
