assists,year,games_played,points,goals,team,age,pim,plus_minus,league
6,2005-06,5,9,3,France,16,2,0,WJ18-B
17,2006-07,50,40,23,Texas Tornado,17,31,0,NAHL
25,2007-08,51,37,12,Sioux City Musketeers,18,22,0,USHL
5,2007-08,5,10,5,France,18,8,-5,WJC-B
36,2008-09,48,67,31,Sioux City Musketeers,19,23,-3,USHL
9,2008-09,5,13,4,France,19,4,7,WJC-B
2,2008-09,6,2,0,France,19,0,-1,WC-A
29,2009-10,34,45,16,Merrimack College,20,41,12,H-East
2,2009-10,5,3,1,France,20,14,0,WC-A
31,2010-11,33,45,14,Merrimack College,21,42,0,H-East
1,2010-11,5,1,0,France,21,6,-1,WC-A
5,2011-12,7,6,1,France,22,4,-1,WC-A
23,2011-12,46,36,13,Binghamton Senators,22,12,-12,AHL
25,2012-13,57,38,13,Binghamton Senators,23,26,14,AHL
3,2013-14,8,9,6,France (all),24,6,0,Internationa
3,2013-14,8,9,6,France,24,6,7,WC
40,2013-14,56,58,18,Binghamton Senators,24,32,19,AHL
9,2014-15,7,11,2,France (all),25,6,0,Internationa
2,2014-15,4,3,1,France,25,2,2,WC
32,2014-15,46,62,30,CSKA Moskva,25,12,26,KHL
