average_ice_time,points,game_winning_goals,shorthanded_goals,league,age,even_strength_assists,pim,plus_minus,shots,even_strength_goals,power_play_goals,shorthanded_assists,power_play_assists,year,team,goals,assists,awards,shotsPercentage,total_ice_time,games_played
,1,0,0,NHL,19,0,10,0,8,0,1,0,0,1992-93,BUF,1,0,[],12.5,,2
,6,0,0,NHL,20,3,106,-7,13,1,1,0,1,1993-94,BUF,2,4,[],15.4,,35
,2,0,0,NHL,21,1,116,-2,27,1,0,0,0,1994-95,BUF,1,1,[],3.7,,23
,31,0,0,NHL,22,16,0,-2,131,15,0,0,0,1995-96,BUF,15,16,[],11.5,,73
,43,1,0,NHL,23,22,249,16,121,17,2,0,2,1996-97,BUF,19,24,[],15.7,,68
,25,2,0,NHL,24,17,289,8,96,5,0,0,3,1997-98,BUF,5,20,[],5.2,,72
13:49,22,3,0,NHL,25,11,177,-12,79,5,1,0,5,1998-99,TOT,6,16,[],7.6,857,62
13:56,18,3,0,NHL,25,9,143,-2,52,4,0,0,5,1998-99,BUF,4,14,[],7.7,613,44
13:33,4,0,0,NHL,25,2,34,-10,27,1,1,0,0,1998-99,PIT,2,2,[],7.4,244,18
12:38,24,3,0,NHL,26,11,197,3,80,12,0,0,1,1999-00,PIT,12,12,[],15.0,809,64
9:38,13,0,0,NHL,27,5,0,-10,67,4,1,0,3,2000-01,TOT,5,8,[],7.5,732,76
7:49,5,0,0,NHL,27,3,168,-7,38,1,0,0,1,2000-01,PIT,1,4,[],2.6,367,47
12:34,8,0,0,NHL,27,2,97,-3,29,3,1,0,2,2000-01,TBL,4,4,[],13.8,364,29
10:05,21,1,0,NHL,28,13,214,-10,69,8,0,0,0,2001-02,TOT,8,13,[],11.6,776,77
7:54,0,0,0,NHL,28,0,70,-7,13,0,0,0,0,2001-02,TBL,0,0,[],0.0,229,29
11:24,21,1,0,NHL,28,13,144,-3,56,8,0,0,0,2001-02,NYR,8,13,[],14.3,547,48
13:00,36,1,0,NHL,29,21,142,9,104,13,1,0,1,2002-03,NYR,14,22,[],13.5,1027,79
12:23,41,3,0,NHL,30,24,157,18,104,15,1,0,1,2003-04,TOT,16,25,[],15.4,1016,82
11:49,32,1,0,NHL,30,19,120,15,80,12,0,0,1,2003-04,NYR,12,20,[],15.0,816,69
15:25,9,2,0,NHL,30,5,37,3,24,3,1,0,0,2003-04,COL,4,5,[],16.7,200,13
13:26,28,1,0,NHL,32,19,178,-11,85,8,0,1,0,2005-06,CHI,8,20,[],9.4,1101,82
8:07,7,0,0,NHL,33,6,127,5,22,1,0,0,0,2006-07,DAL,1,6,[],4.5,317,39
