power_play_goals,games_played,points,game_winning_goals,league,year,age,goals,team,average_ice_time,assists,pim,plus_minus,shorthanded_goals,shots,total_ice_time,win,shotsPercentage,even_strength_goals
0,1,0,0,NHL,2014-15,18,0,NSH,11,0,0,-1,0,2,3,,0.0,0
1,5,2,1,NHL,2016-17,20,2,NSH,70,0,0,0,0,12,20,,16.7,1
