assists,year,games_played,points,goals,team,age,pim,plus_minus,league
28,1988-89,44,63,35,Don Mills Flyers,15,103,0,MTHL
18,1989-90,50,33,15,Peterborough Petes,16,19,0,OHL
27,1990-91,66,70,43,Peterborough Petes,17,43,0,OHL
55,1991-92,66,108,53,Peterborough Petes,18,55,0,OHL
68,1992-93,59,126,58,Peterborough Petes,19,80,0,OHL
3,1992-93,7,6,3,Canada,19,8,0,WJC-A
14,1993-94,48,36,22,Rochester Americans,20,44,0,AHL
19,1994-95,44,46,27,Rochester Americans,21,24,0,AHL
4,1995-96,7,9,5,Rochester Americans,22,2,0,AHL
0,1995-96,8,3,3,Canada,22,2,0,WC-A
13,1999-00,41,24,11,Milwaukee Admirals,26,24,-2,IHL
9,1999-00,27,18,9,Hartford Wolf Pack,26,24,0,AHL
0,2000-01,4,2,2,Hartford Wolf Pack,27,2,-1,AHL
37,2001-02,79,65,28,Hartford Wolf Pack,28,46,5,AHL
28,2002-03,71,45,17,Worcester IceCats,29,47,5,AHL
1,2003-04,15,1,0,Karpat Oulu,30,8,0,Finland
20,2003-04,41,29,9,Rochester Americans,30,23,-9,AHL
18,2004-05,49,31,13,Charlotte Checkers,31,24,-8,ECHL
