age,win,shotsPercentage,even_strength_goals,assists,plus_minus,league,games_played,shorthanded_goals,year,game_winning_goals,shots,goals,average_ice_time,power_play_goals,pim,total_ice_time,team,points
20,,0,0,0,0,NHL,3,0,1970-71,0,0,0,,0,0,,BOS,0
24,SC,12.7,6,2,5,NHL,0,0,1974-75,2,63,8,,2,6,,PHI,10
25,,0,0,5,14,NHL,0,0,1975-76,2,61,0,,2,8,,PHI,0
26,,9.3,4,5,2,NHL,10,0,1976-77,2,43,4,,0,0,,PHI,9
27,,8.0,1,2,-3,NHL,12,0,1977-78,0,25,2,,1,0,,PHI,4
28,,13.2,2,1,-9,NHL,8,0,1978-79,2,38,5,,3,0,,PHI,6
29,,10.6,6,7,8,NHL,19,1,1979-80,0,0,9,,2,6,,PHI,16
30,,0.0,0,0,1,NHL,9,0,1980-81,0,25,0,,0,2,,PHI,0
