age,win,shotsPercentage,even_strength_goals,assists,plus_minus,league,games_played,shorthanded_goals,year,game_winning_goals,shots,goals,average_ice_time,power_play_goals,pim,total_ice_time,team,points
20,,12.2,2,10,12,NHL,19,0,1979-80,0,41,5,,3,29,,PHI,15
21,,19.4,6,6,6,NHL,12,0,1980-81,0,31,6,,0,32,,PHI,12
22,,13.3,2,2,-1,NHL,4,0,1981-82,1,15,2,,0,4,,PHI,4
23,,9.1,0,2,-4,NHL,3,0,1982-83,0,11,1,,1,8,,PHI,3
24,,0.0,0,1,-4,NHL,3,0,1983-84,0,6,0,,0,6,,PHI,1
25,,12.9,3,10,2,NHL,0,1,1984-85,2,62,8,,4,6,,PHI,18
26,,0.0,0,2,-2,NHL,5,0,1985-86,0,12,0,,0,4,,PHI,2
27,,11.5,6,16,11,NHL,0,1,1986-87,3,0,12,,0,10,,PHI,28
28,,12.9,4,2,2,NHL,7,0,1987-88,0,31,4,,0,8,,PHI,6
29,,26.9,8,9,8,NHL,18,1,1988-89,1,52,14,,5,14,,PHI,23
30,,10.3,3,9,5,NHL,20,0,1989-90,2,39,4,,1,2,,BOS,13
31,,15.4,0,15,-4,NHL,23,0,1990-91,3,52,8,,8,28,,MNS,23
32,,0.0,0,0,0,NHL,1,0,1991-92,0,1,0,,0,0,,MNS,0
