won,bad_start,league,games_played,team,minutes,age,loses,goals_allowed_precentage,points,goals_allowed,games_started,goals_saved_aboved_average,ties,shutouts,wins,assists,good_start_precentages,goals,good_starts,saves_percentage,year,shots_againist,goals_allowed_average,pim,saves
SC,0,NHL,5,BOS,300,25,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1928-29,0,0,0,0
,0,NHL,0,BOS,432,26,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1929-30,0,1.67,0,0
,0,NHL,5,BOS,343,27,3,0,0,13,0,0,0,0,2,0,0,0,0,0,1930-31,0,2.27,0,0
,0,NHL,5,BOS,438,29,3,0,0,9,0,0,0,0,2,0,0,0,0,0,1932-33,0,0,0,0
,0,NHL,4,BOS,275,31,3,0,0,7,0,0,0,1,1,0,0,0,0,0,1934-35,0,1.53,0,0
,0,NHL,2,BOS,120,32,1,0,0,8,0,0,0,1,1,0,0,0,0,0,1935-36,0,4.00,0,0
,0,NHL,3,BOS,180,33,2,0,0,8,0,0,0,1,1,0,0,0,0,0,1936-37,0,2.67,0,0
,0,NHL,3,BOS,212,34,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1937-38,0,1.70,0,0
,0,NHL,6,DET,374,35,3,0,0,15,0,0,0,1,3,0,0,0,0,0,1938-39,0,2.41,0,0
,0,NHL,5,DET,300,36,3,0,0,12,0,0,0,0,2,0,0,0,0,0,1939-40,0,2.40,0,0
