age,win,shotsPercentage,even_strength_goals,assists,plus_minus,league,games_played,shorthanded_goals,year,game_winning_goals,shots,goals,average_ice_time,power_play_goals,pim,total_ice_time,team,points
20,,28.6,2,1,2,NHL,11,0,1992-93,0,7,2,,0,2,,PIT,3
21,,33.3,1,0,-3,NHL,6,0,1993-94,0,3,1,,0,2,,PIT,1
23,,10.0,2,2,-2,NHL,13,0,1995-96,0,20,2,,0,2,,FLA,4
24,,0.0,0,0,-2,NHL,4,0,1996-97,0,2,0,,0,0,,FLA,0
25,,20.0,1,0,-3,NHL,6,1,1997-98,0,10,2,,0,2,,PIT,2
26,,22.2,5,9,0,NHL,13,0,1998-99,0,27,6,325,1,6,,PIT,15
27,,13.0,2,9,5,NHL,11,0,1999-00,0,23,3,269,1,10,,PIT,12
28,,10.6,2,8,-1,NHL,18,0,2000-01,2,47,5,385,3,8,,PIT,13
33,,0.0,0,0,-4,NHL,4,0,2005-06,0,6,0,82,0,2,,NYR,0
34,,13.3,1,8,0,NHL,10,0,2006-07,0,15,2,198,1,2,,NYR,10
35,,23.1,2,7,2,NHL,10,0,2007-08,0,13,3,199,1,16,28,NYR,10
