league,games_played,game_winning_goals,age,shots,points,power_play_assists,total_ice_time,team,awards,shotsPercentage,even_strength_goals,assists,plus_minus,goals,shorthanded_goals,year,average_ice_time,power_play_goals,pim,shorthanded_assists,even_strength_assists
NHL,2,0,20,2,1,0,,STL,[],50.0,1,0,0,1,0,1991-92,,0,4,0,0
NHL,1,0,23,1,0,0,,MDA,[],0.0,0,0,-2,0,0,1994-95,,0,0,0,0
NHL,24,0,24,9,1,0,,MDA,[],0.0,0,1,3,0,0,1995-96,,0,42,0,1
NHL,73,0,25,34,10,1,,MDA,[],2.9,1,9,6,1,0,1996-97,,0,140,0,8
NHL,72,0,26,68,9,3,,MDA,[],4.4,2,6,-8,3,0,1997-98,,1,189,0,3
NHL,72,0,27,63,8,0,1375,MDA,[],1.6,1,7,-5,1,0,1998-99,19:06,0,142,0,7
NHL,55,0,28,41,3,0,910,MDA,[],0.0,0,3,-10,0,0,1999-00,16:33,0,88,0,3
NHL,55,1,29,43,7,0,789,TOT,[],7.0,0,4,-13,3,1,2000-01,14:21,2,122,0,4
NHL,50,1,29,38,7,0,730,MDA,[],7.9,0,4,-12,3,1,2000-01,14:36,2,105,0,4
NHL,5,0,29,5,0,0,59,WSH,[],0.0,0,0,-1,0,0,2000-01,11:48,0,17,0,0
NHL,80,0,30,73,11,1,1304,MIN,[],6.8,4,6,-8,5,0,2001-02,16:18,1,148,1,4
NHL,45,0,31,40,6,1,513,MIN,[],2.5,1,5,4,1,0,2002-03,11:24,0,69,0,4
NHL,24,0,32,30,7,3,379,TOT,[],3.3,0,6,-3,1,0,2003-04,15:48,1,26,0,3
NHL,12,0,32,16,5,3,187,MIN,[],6.3,0,4,-1,1,0,2003-04,15:36,1,18,0,1
NHL,12,0,32,14,2,0,192,SJS,[],0.0,0,2,-2,0,0,2003-04,16:00,0,8,0,2
NHL,23,0,34,25,4,0,271,MDA,[],0.0,0,4,2,0,0,2005-06,11:46,0,34,0,4
