age,win,shotsPercentage,even_strength_goals,assists,plus_minus,league,games_played,shorthanded_goals,year,game_winning_goals,shots,goals,average_ice_time,power_play_goals,pim,total_ice_time,team,points
18,,0.0,0,1,-1,NHL,5,0,1997-98,0,2,0,,0,0,,SJS,1
19,,28.6,0,1,-1,NHL,6,0,1998-99,0,7,2,67,2,4,,SJS,3
20,,25.0,0,1,-3,NHL,5,0,1999-00,0,4,1,59,1,2,,SJS,2
21,,16.7,2,0,1,NHL,6,0,2000-01,0,12,2,89,0,4,,SJS,2
22,,0,5,5,3,NHL,12,0,2001-02,3,21,6,190,1,6,,SJS,11
24,,17.8,3,4,0,NHL,17,1,2003-04,2,45,8,328,4,6,,SJS,12
26,,23.7,5,5,2,NHL,11,0,2005-06,2,38,9,232,4,8,,SJS,14
27,,10.7,2,3,-5,NHL,11,0,2006-07,1,28,3,209,1,2,,SJS,6
28,,8.9,2,4,-2,NHL,13,0,2007-08,0,45,4,300,0,2,79,SJS,8
29,,16.7,1,1,0,NHL,6,0,2008-09,2,12,2,123,1,8,23,SJS,3
30,,14.3,4,5,-3,NHL,14,1,2009-10,2,56,8,310,3,8,100,SJS,13
31,,11.9,4,6,-1,NHL,18,0,2010-11,1,59,7,402,3,9,105,SJS,13
32,,0.0,0,0,-1,NHL,5,0,2011-12,0,9,0,102,0,4,16,SJS,0
33,,12.2,4,3,0,NHL,11,0,2012-13,1,41,5,234,1,2,68,SJS,8
34,,12.0,3,4,0,NHL,7,0,2013-14,1,25,3,141,0,2,45,SJS,7
36,,12.2,4,8,4,NHL,0,0,2015-16,1,41,5,403,1,8,72,SJS,13
37,,25.0,2,1,-1,NHL,6,0,2016-17,0,12,3,115,1,0,24,SJS,4
