year,age,goals,pim,assists,plus_minus,league,games_played,team,points
1933-34,19,3,14,1,0,IHL,41,Buffalo Bisons,4
1934-35,20,6,28,3,0,IHL,32,2 Teams,9
1934-35,20,3,20,2,0,IHL,20,Buffalo Bisons,5
1934-35,20,3,8,1,0,IHL,12,Detroit Olympics,4
1935-36,21,0,0,0,0,IHL,1,Detroit Olympics,0
1940-41,26,3,26,4,0,AHL,17,Providence Reds,7
1942-43,28,0,2,5,0,AHL,9,Providence Reds,5
1945-46,31,13,6,15,0,QSHL,39,Hull Volants,28
1947-48,33,20,0,21,0,NBHL,16,Sundridge Beavers,41
1948-49,34,21,4,16,0,NBHL,22,Sundridge Beavers,37
