assists,year,games_played,points,goals,team,age,pim,plus_minus,league
12,1994-95,23,22,10,Matignon Warriors,15,0,0,High-MA
28,1995-96,25,40,12,Matignon Warriors,16,0,0,High-MA
32,1996-97,25,55,23,Matignon Warriors,17,0,0,High-MA
28,1997-98,26,55,27,Avon Old Farms,18,0,0,High-CT
19,1998-99,35,27,8,University of Maine,19,33,0,H-East
16,1999-00,32,27,11,University of Maine,20,16,0,H-East
14,2000-01,29,25,11,University of Maine,21,43,0,H-East
31,2001-02,43,51,20,University of Maine,22,44,0,H-East
29,2002-03,55,44,15,Cleveland Barons,23,30,0,AHL
1,2002-03,6,1,0,United States,23,6,0,WC-A
4,2003-04,7,8,4,Cleveland Barons,24,4,7,AHL
1,2004-05,3,1,0,SCL Tigers Langnau,25,2,0,Swiss
23,2006-07,62,42,19,2 Teams,27,54,-17,AHL
13,2006-07,45,28,15,Philadelphia Phantoms,27,34,-15,AHL
10,2006-07,17,14,4,Chicago Wolves,27,20,-2,AHL
20,2007-08,64,40,20,Binghamton Senators,28,67,-4,AHL
22,2008-09,54,44,22,Skelleftea AIK,29,59,0,Sweden
5,2009-10,50,17,12,CSKA Moscow,30,32,0,KHL
1,2010-11,22,5,4,MODO Hockey Ornskoldsvik,31,22,0,Sweden
4,2011-12,21,10,6,Wilkes-Barre Penguins,32,20,3,AHL
