game_winning_goals,shotsPercentage,plus_minus,shots,power_play_goals,age,average_ice_time,games_played,assists,year,points,shorthanded_goals,goals,even_strength_goals,team,win,pim,total_ice_time,league
1,4.5,2,22,0,24,14:31,15,8,2003-04,9,0,1,1,SJS,,8,218,NHL
0,0.0,-2,4,0,26,10:07,5,0,2005-06,0,0,0,0,PHI,,2,51,NHL
