year,age,goals,pim,assists,plus_minus,league,games_played,team,points
1995-96,16,53,0,29,0,Slovak-Jr.,49,HC Nitra Jr.,82
1996-97,17,51,0,31,0,Slovak-Jr.,58,HC Corgon Nitra Jr.,82
1997-98,18,32,30,29,0,Slovak-Jr.,27,MHC Plastika Nitra Jr.,61
1997-98,18,8,0,6,0,Slovakia,30,MHC Plastika Nitra,14
1998-99,19,4,10,3,0,Slovakia,15,MHC Plastika Nitra,7
1998-99,19,24,18,27,-6,QMJHL,45,Drummondville Voltigeurs,51
1998-99,19,2,4,1,0,WJC-A,5,Slovakia,3
1999-00,20,50,40,61,26,QMJHL,60,Drummondville Voltigeurs,111
1999-00,20,1,2,2,1,WJC-A,7,Slovakia,3
2000-01,21,14,26,11,-1,AHL,60,Kentucky Thoroughblades,25
2001-02,22,22,44,20,-14,AHL,74,Cleveland Barons,42
2002-03,23,27,35,22,-16,AHL,50,Cleveland Barons,49
2003-04,24,35,80,40,8,AHL,72,Cleveland Barons,75
2004-05,25,11,18,14,0,Slovakia,18,HK 36 Skalica,25
2004-05,25,6,26,6,0,CzRep,30,HC Chemopetrol Litvinov,12
2005-06,26,16,28,9,0,Sweden,43,Sodertalje SK,25
2005-06,26,1,4,3,0,Sweden-Q,9,Sodertalje SK,4
2005-06,26,0,2,1,-1,WC-A,7,Slovakia,1
2006-07,27,2,6,0,0,CzRep,11,HC Ocelari Trinec,2
2007-08,28,4,55,5,0,CzRep,25,HC Ocelari Trinec,9
2007-08,28,13,20,16,0,Slovakia,21,HK 36 Skalica,29
2008-09,29,13,62,33,0,Slovakia,38,HK 36 Skalica,46
2009-10,30,26,76,14,0,Slovakia,47,HK 36 Skalica,40
2009-10,30,0,0,0,-1,WC-A,3,Slovakia,0
2010-11,31,28,92,36,0,Slovakia,58,2 Teams,64
2010-11,31,23,88,33,0,Slovakia,52,HK 36 Skalica,56
2010-11,31,5,4,3,0,Slovakia,6,HC Kosice,8
2011-12,32,15,36,32,0,Slovakia,54,HC Kosice,47
2012-13,33,9,57,13,0,CzRep,53,Pirati Chomutov,22
