average_ice_time,total_shots,points,game_winning_goals,shorthanded_goals,blocks,league,age,even_strength_assists,faceoff_wins,pim,plus_minus,shots,faceoff_percentage,even_strength_goals,faceoff_loses,power_play_goals,shorthanded_assists,power_play_assists,takeaways,year,team,goals,hits,assists,giveaways,shotsPercentage,total_ice_time,games_played,awards
6:58,26,5,0,0,4,NHL,25,5,0,60,1,16,0,0,0,0,0,0,3,2007-08,CAR,0,25,5,2,0.0,132,19,[]
5:21,19,1,0,0,2,NHL,26,1,0,37,-1,13,0,0,0,0,0,0,2,2008-09,CAR,0,20,1,2,0.0,150,28,[]
4:18,9,0,0,0,2,NHL,27,0,0,24,-5,5,0,0,0,0,0,0,2,2009-10,CAR,0,9,0,0,0.0,52,12,[]
