pim,team,assists,plus_minus,points,league,games_played,year,age,goals
0,Brainerd High Warriors,26,0,46,High-MN,22,1999-00,17,20
256,Rochester Mustangs,9,0,14,USHL,51,2000-01,18,5
193,2 Teams,21,0,26,USHL,43,2001-02,19,5
65,Rochester Mustangs,6,0,7,USHL,14,2001-02,19,1
128,Topeka ScareCrows,15,0,19,USHL,29,2001-02,19,4
48,St. Cloud State Huskies,12,0,15,WCHA,31,2002-03,20,3
68,St. Cloud State Huskies,5,0,10,WCHA,32,2003-04,21,5
134,Cleveland Barons,11,-7,15,AHL,61,2004-05,22,4
124,Cleveland Barons,14,-32,20,AHL,78,2005-06,23,6
163,Albany River Rats,7,-13,10,AHL,75,2006-07,24,3
191,Albany River Rats,2,4,4,AHL,52,2007-08,25,2
127,Albany River Rats,5,-8,6,AHL,39,2008-09,26,1
87,Albany River Rats,3,-5,3,AHL,37,2009-10,27,0
233,Portland Pirates,12,-4,12,AHL,70,2010-11,28,0
199,Binghamton Senators,9,1,11,AHL,53,2011-12,29,2
92,ERC Ingolstadt,9,-5,10,Germany,42,2012-13,30,1
