power_play_goals,games_played,points,game_winning_goals,league,year,age,goals,team,average_ice_time,assists,pim,plus_minus,shorthanded_goals,shots,total_ice_time,win,shotsPercentage,even_strength_goals
0,2,0,0,NHL,1930-31,22,0,MTM,,0,0,0,0,0,,,0,0
0,4,2,0,NHL,1932-33,24,1,DET,,1,4,0,0,0,,,0,0
0,0,1,0,NHL,1936-37,28,1,DET,,0,0,0,0,0,,SC,0,0
0,6,2,0,NHL,1937-38,29,0,NYA,,2,6,0,0,0,,,0,0
0,2,0,0,NHL,1938-39,30,0,NYA,,0,0,0,0,0,,,0,0
