age,win,shotsPercentage,even_strength_goals,assists,plus_minus,league,games_played,shorthanded_goals,year,game_winning_goals,shots,goals,average_ice_time,power_play_goals,pim,total_ice_time,team,points
21,,1.9,0,13,-3,NHL,15,0,1979-80,0,53,1,,1,9,,MNS,14
22,,12.9,6,17,1,NHL,0,0,1980-81,0,62,8,,2,13,,MNS,25
23,,20.0,2,4,-1,NHL,4,0,1981-82,0,10,2,,0,5,,MNS,6
24,,14.3,3,4,-4,NHL,9,0,1982-83,2,42,6,,3,17,,MNS,10
25,,10.5,1,7,-1,NHL,15,0,1983-84,1,19,2,,1,8,,MTL,9
26,,17.9,2,6,2,NHL,12,0,1984-85,1,28,5,,3,30,,MTL,11
27,SC,15.9,4,8,-2,NHL,20,0,1985-86,3,44,7,,3,22,,MTL,15
28,,18.4,7,9,0,NHL,17,0,1986-87,0,49,9,,2,19,,MTL,18
29,,16.7,2,4,-5,NHL,11,0,1987-88,0,18,3,,1,8,,MTL,7
30,,27.5,6,8,1,NHL,21,0,1988-89,1,40,11,,5,46,,MTL,19
31,,5.9,1,4,3,NHL,11,0,1989-90,0,17,1,,0,6,,MTL,5
32,,13.3,6,8,-5,NHL,23,0,1990-91,0,60,8,,2,56,,MNS,16
33,,7.7,0,4,-3,NHL,7,0,1991-92,0,13,1,,1,6,,MNS,5
