pim,team,assists,plus_minus,points,league,games_played,year,age,goals
4,Saskatoon Quakers,1,0,3,N-SSHL,16,1937-38,20,2
8,Moose Jaw Millers,2,0,12,S-SSHL,22,1938-39,21,10
40,Moose Jaw Millers,8,0,17,S-SSHL,32,1939-40,22,9
14,Moose Jaw Millers,11,0,22,S-SSHL,30,1940-41,23,11
26,Moose Jaw Millers,15,0,24,S-SSHL,28,1941-42,24,9
16,Victoria VMD,15,0,31,NNDHL,18,1942-43,25,16
2,New Westminster Spitfires,0,0,0,PCHL,1,1942-43,25,0
0,Seattle Ironmen,1,0,2,NNDHL,2,1943-44,26,1
25,New Westminster Spitfires,15,0,32,PCHL,19,1943-44,26,17
37,Cleveland Barons,24,0,48,AHL,57,1945-46,28,24
29,2 Teams,20,0,38,AHL,59,1946-47,29,18
27,Providence Reds,16,0,26,AHL,38,1946-47,29,10
2,St. Louis Flyers,4,0,12,AHL,21,1946-47,29,8
6,St. Louis Flyers,2,0,4,AHL,7,1947-48,30,2
12,Tulsa Oilers,21,0,43,USHL,52,1947-48,30,22
20,Vancouver/Seattle,11,0,16,PCHL,20,1948-49,31,5
16,Saskatoon Quakers,7,0,9,WCSHL,12,1948-49,31,2
