year,age,goals,pim,assists,plus_minus,league,games_played,team,points
1998-99,17,4,42,8,0,Swe-Jr.,40,Leksands IF Jr.,12
1999-00,18,16,50,22,0,Swe-Jr.,34,Leksands IF Jr.,38
1999-00,18,0,4,0,0,Sweden,5,Leksands IF,0
1999-00,18,0,2,0,0,WJ18-A,6,Sweden,0
2000-01,19,1,6,3,0,Swe-Jr.,7,Leksands IF Jr.,4
2000-01,19,2,12,1,0,Sweden,31,Leksands IF,3
2001-02,20,2,4,1,0,Swe-Jr.,3,Leksands IF Jr.,3
2001-02,20,1,59,7,0,Sweden-2,28,Leksands IF,8
2001-02,20,1,8,1,-2,WJC-A,7,Sweden,2
2002-03,21,0,12,0,0,Sweden,21,Leksands IF,0
2002-03,21,3,14,4,0,Sweden-2,13,2 Teams,7
2002-03,21,3,10,4,0,Sweden-2,9,IF Bjorkloven Umea,7
2002-03,21,0,4,0,0,Sweden-2,4,IFK Arboga IK,0
2003-04,22,3,30,9,0,Sweden,50,Leksands IF,12
2003-04,22,1,2,0,0,Sweden-Q,4,Leksands IF,1
2004-05,23,5,32,6,0,Sweden,50,Timra IK,11
2005-06,24,11,46,16,0,Sweden,50,HV 71 Jonkoping,27
2006-07,25,4,26,11,-5,AHL,40,Philadelphia Phantoms,15
2007-08,26,5,18,13,-12,AHL,44,Philadelphia Phantoms,18
2008-09,27,9,26,12,0,Sweden,53,Brynas IF Gavle,21
2009-10,28,1,8,3,0,Sweden,8,Brynas IF Gavle,4
2010-11,29,13,20,7,0,Sweden,45,Brynas IF Gavle,20
2011-12,30,0,12,6,0,Sweden,42,Brynas IF Gavle,6
2012-13,31,0,2,0,0,Sweden,6,Brynas IF Gavle,0
