year,age,goals,pim,assists,plus_minus,league,games_played,team,points
1968-69,17,1,0,0,0,OHA-Jr.,4,Peterborough Petes,1
1969-70,18,40,16,30,0,OHA-Jr.,52,Oshawa Generals,70
1970-71,19,29,26,23,0,OHA-Jr.,61,Oshawa Generals,52
1971-72,20,14,4,19,0,AJHL,26,Mount Royal College,33
1971-72,20,2,0,1,0,EHL,5,St. Petersburg Suns,3
1971-72,20,0,0,0,0,IHL,1,Muskegon Mohawks,0
1972-73,21,10,8,14,0,AHL,39,Nova Scotia Voyageurs,24
1973-74,22,30,22,40,0,AHL,74,Nova Scotia Voyageurs,70
1974-75,23,44,48,60,0,AHL,75,Nova Scotia Voyageurs,104
1981-82,30,37,0,24,0,Swiss,36,SC Langnau,61
1981-82,30,12,0,11,0,CHL,15,Wichita Wind,23
1982-83,31,31,0,33,0,Swiss,38,SC Langnau,64
1983-84,32,46,0,39,0,Swiss-2,38,SC Bern,85
1984-85,33,53,0,29,0,Swiss,38,SC Langnau,82
1984-85,33,2,0,3,0,AHL,5,Moncton Golden Flames,5
1985-86,34,34,0,27,0,Swiss-2,36,SC Langnau,61
