goalie_point_share,bad_start,league,games_played,team,minutes,age,loses,goals_allowed_precentage,points,goals_allowed,games_started,goals_saved_aboved_average,ties,shutouts,wins,assists,good_start_precentages,goals,good_starts,saves_percentage,year,shots_againist,goals_allowed_average,pim,awards,saves
-0.3,0,NHL,14,DET,698,24,7,0,0,60,0,0,0,0,3,0,0,0,0,0,1970-71,0,5.16,0,[],0
0.0,0,NHL,4,PHI,181,25,3,0,0,14,0,0,1,0,0,0,0,0,0,0,1971-72,0,4.64,0,[],0
0,0,WHA,41,HSA,2410,26,0,106,0,143,0,-8.04,0,1,0,0,0,0,0,.884,1972-73,1230,3.56,6,[],1087
0,0,WHA,49,HSA,2971,27,0,81,3,127,0,29.79,0,3,0,3,0,0,0,.911,1973-74,1432,0,6,"[{'link': '/awards/wha_all_star.html#1974', 'name': None}, {'link': '/awards/hatskin.html#1974', 'name': None}]",1305
0,0,WHA,0,VNB,4184,28,0,101,8,0,0,-1.91,0,1,0,8,0,0,0,.890,1974-75,2109,3.34,14,[],1876
0,0,WHA,63,CGC,3534,29,0,112,13,206,0,-22.78,0,1,0,13,0,0,0,.871,1975-76,1599,3.50,4,[],1393
0,0,WHA,0,CGC,3701,30,0,104,9,210,0,-8.04,0,3,0,9,0,0,0,.879,1976-77,1736,3.40,2,[],1526
0,0,WHA,40,TOT,2126,31,0,108,10,130,0,-10.18,0,2,0,10,0,0,0,.865,1977-78,965,3.67,2,[],835
0,0,WHA,7,QBN,403,31,0,0,2,28,0,0,0,0,0,2,0,0,0,.870,1977-78,215,4.17,0,[],187
0,0,WHA,33,EDO,1723,31,0,110,8,102,0,-8.88,0,2,0,8,0,0,0,.864,1977-78,750,3.55,2,[],648
