year,age,goals,pim,assists,plus_minus,league,games_played,team,points
1972-73,16,35,33,54,0,ON-Jr.A,44,Dixie Beehives,89
1973-74,17,44,34,55,0,ON-Jr.A,43,Dixie Beehives,99
1974-75,18,41,48,44,0,OMJHL,70,Toronto Marlboros,85
1975-76,19,51,38,119,0,OMJHL,66,Sault Ste. Marie Greyhounds,170
1976-77,20,32,50,55,0,CHL,76,Fort Worth Texans,87
1977-78,21,4,2,2,0,AHL,6,Rochester Americans,6
1980-81,24,15,42,21,0,CHL,42,Dallas Black Hawks,36
1981-82,25,36,67,82,0,AHL,80,New Brunswick Hawks,118
1982-83,26,26,30,42,0,AHL,56,St. Catharines Saints,68
1983-84,27,39,51,71,0,AHL,72,St. Catharines Saints,110
1984-85,28,12,0,13,0,Swiss,22,SC Langnau,25
1984-85,28,9,8,15,0,AHL,30,Moncton Golden Flames,24
1985-86,29,19,0,19,0,Swiss,36,HC Ambri-Piotta,38
1986-87,30,23,0,24,0,Swiss,36,HC Ambri-Piotta,47
1987-88,31,17,0,19,0,Swiss,30,HC Ambri-Piotta,36
1988-89,32,25,0,22,0,Swiss,36,EV Zug,47
1990-91,34,21,113,33,0,Swiss-2,36,HC Lausanne,54
1991-92,35,16,55,27,0,Swiss-2,27,HC Lausanne,43
