year,age,goals,pim,assists,plus_minus,league,games_played,team,points
1999-00,15,29,36,33,0,MAHA,32,Eastman Selects,62
2000-01,16,12,24,31,0,WHL,69,Swift Current Broncos,43
2001-02,17,32,40,47,0,WHL,70,Swift Current Broncos,79
2002-03,18,24,44,44,0,WHL,64,Swift Current Broncos,68
2002-03,18,2,0,4,1,WJC-A,6,Canada,6
2003-04,19,9,32,23,-3,WHL,43,Swift Current Broncos,32
2003-04,19,0,2,4,2,AHL,8,St. John\'s Maple Leafs,4
2004-05,20,4,54,22,12,AHL,78,St. John\'s Maple Leafs,26
2005-06,21,8,42,30,11,AHL,59,Toronto Marlies,38
2008-09,24,1,0,2,4,WC-A,5,Canada,3
