assists,team,goals,year,games_played,points,pim,age,plus_minus,league
11,Timmins Majors,4,1995-96,30,15,6,16,0,NOHA
0,Timmins Golden Bears,0,1995-96,2,0,0,16,0,NOJHA
10,London Knights,1,1996-97,61,11,65,17,0,OHL
9,London Knights,5,1997-98,62,14,97,18,0,OHL
23,London Knights,5,1998-99,68,28,105,19,33,OHL
0,Hamilton Bulldogs,1,1999-00,60,1,69,20,-4,AHL
3,Hamilton Bulldogs,2,2000-01,56,5,87,21,-7,AHL
8,Hamilton Bulldogs,4,2001-02,69,12,143,22,12,AHL
1,Portland Pirates,0,2002-03,3,1,0,23,1,AHL
6,ESV Kaufbeuren,6,2004-05,26,12,32,25,0,German-2
6,Milwaukee Admirals,1,2006-07,64,7,66,27,-6,AHL
13,Milwaukee Admirals,3,2007-08,80,16,142,28,7,AHL
7,Hamilton Bulldogs,3,2008-09,79,10,127,29,9,AHL
13,Hamilton Bulldogs,0,2009-10,68,13,154,30,17,AHL
13,Hamilton Bulldogs,1,2010-11,80,14,96,31,6,AHL
6,Hamilton Bulldogs,1,2011-12,74,7,94,32,2,AHL
4,Dusseldorfer EG Dusseldorf,1,2012-13,46,5,86,33,-13,Germany
