year,age,goals,pim,assists,plus_minus,league,games_played,team,points
1998-99,17,2,8,2,0,USHL,11,Fargo-Moorhead Icesharks,4
1999-00,18,8,81,12,0,USHL,61,2 Teams,20
1999-00,18,2,37,5,0,USHL,18,Fargo-Moorhead Icesharks,7
1999-00,18,6,44,7,0,USHL,43,Omaha Lancers,13
2000-01,19,22,86,38,7,WHL,72,Portland Winter Hawks,60
2001-02,20,40,85,48,12,WHL,72,Portland Winter Hawks,88
2001-02,20,0,0,0,-1,AHL,1,Utah Grizzlies,0
2002-03,21,0,14,1,-6,AHL,23,San Antonio Rampage,1
2002-03,21,10,13,17,3,ECHL,39,Jackson Bandits,27
2003-04,22,22,33,16,1,AHL,73,San Antonio Rampage,38
2004-05,23,10,21,9,1,AHL,76,2 Teams,19
2004-05,23,9,17,7,3,AHL,53,San Antonio Rampage,16
2004-05,23,1,4,2,-2,AHL,23,Hershey Bears,3
2005-06,24,12,75,12,-1,AHL,75,Houston Aeros,24
2006-07,25,7,35,5,-5,AHL,46,Houston Aeros,12
2007-08,26,20,42,26,0,Italy,31,SV Renon,46
