pim,team,assists,plus_minus,points,league,games_played,year,age,goals
14,Lukko Rauma Jr.,15,0,25,Fin-Jr.,35,1990-91,16,10
4,Finland,1,0,2,EJC-A,6,1990-91,16,1
102,Tacoma Rockets,18,0,23,WHL,61,1991-92,17,5
4,Finland,2,0,4,EJC-A,6,1991-92,17,2
10,Finland,0,0,1,WJC-A,7,1991-92,17,1
0,Lukko Rauma Jr.,0,0,0,Fin-Jr.,1,1992-93,18,0
46,Lukko Rauma,11,0,13,Finland,45,1992-93,18,2
14,Finland,2,0,3,WJC-A,7,1992-93,18,1
6,Lukko Rauma Jr.,10,0,13,Fin-Jr.,5,1993-94,19,3
60,Lukko Rauma,12,0,16,Finland,44,1993-94,19,4
10,Finland,4,0,4,WJC-A,7,1993-94,19,0
0,TPS Turku Jr.,0,0,0,Fin-Jr.,1,1994-95,20,0
66,TPS Turku,20,0,24,Finland,47,1994-95,20,4
85,TPS Turku,7,0,12,Finland,32,1995-96,21,5
4,Finland,0,0,0,Nat-Tm,2,1995-96,21,0
89,Indianapolis Ice,16,0,21,IHL,51,1996-97,22,5
6,Indianapolis Ice,3,-1,3,IHL,6,1997-98,23,0
45,Syracuse Crunch,14,-6,20,AHL,33,1997-98,23,6
0,Finland,0,0,0,Nat-Tm,2,1997-98,23,0
2,Finland,0,0,0,Olympics,4,1997-98,23,0
0,Kansas City Blades,0,-1,0,IHL,4,1998-99,24,0
72,Jokerit Helsinki,9,0,10,Finland,51,1999-00,25,1
74,Lukko Rauma,4,0,4,Finland,25,2000-01,26,0
26,Lukko Rauma,2,0,2,Finland,18,2001-02,27,0
85,TPS Turku,6,0,9,Finland,52,2002-03,28,3
