assists,team,goals,year,games_played,points,pim,age,plus_minus,league
0,Tulsa Oilers,0,1928-29,1,0,0,21,0,AHA
1,Tulsa Oilers,6,1929-30,34,7,23,22,0,AHA
9,Tulsa Oilers,5,1930-31,47,14,64,23,0,AHA
12,Tulsa Oilers,9,1931-32,48,21,39,24,0,AHA
4,Detroit Olympics,5,1932-33,30,9,17,25,0,IHL
11,Kansas City Greyhounds,6,1933-34,48,17,25,26,0,AHA
14,St. Paul Saints,17,1934-35,46,31,50,27,0,CHL
16,St. Paul Saints,7,1935-36,46,23,36,28,0,AHA
5,St. Paul Saints,6,1936-37,46,11,23,29,0,AHA
9,Wichita Skyhawks,6,1937-38,47,15,20,30,0,AHA
14,St. Paul Saints,11,1938-39,43,25,14,31,0,AHA
9,St. Paul Saints,4,1939-40,46,13,20,32,0,AHA
2,Minneapolis Millers,0,1940-41,26,2,16,33,0,AHA
4,Minneapolis Millers,4,1941-42,46,8,10,34,0,AHA
