pim,team,assists,plus_minus,points,league,games_played,year,age,goals
0,IK Oskarshamn,2,0,2,Sweden-3,20,1986-87,16,0
0,IK Oskarshamn,13,0,20,Sweden-3,36,1987-88,17,7
8,HV 71 Jonkoping,4,0,5,Sweden,14,1988-89,18,1
16,HV 71 Jonkoping,3,0,7,Sweden,27,1989-90,19,4
16,HV 71 Jonkoping,5,0,8,Sweden,31,1990-91,20,3
22,HV 71 Jonkoping,8,0,17,Sweden,39,1991-92,21,9
28,HV 71 Jonkoping,3,0,9,Sweden,40,1992-93,22,6
10,HV 71 Jonkoping,7,0,16,Sweden,34,1993-94,23,9
14,HV 71 Jonkoping,6,0,16,Sweden,38,1994-95,24,10
12,HV 71 Jonkoping,13,0,21,Sweden,34,1995-96,25,8
2,Sweden,2,0,4,WC-A,6,1995-96,25,2
0,Sweden,0,0,0,WC-A,6,1996-97,26,0
10,St. John\'s Maple Leafs,18,-5,25,AHL,25,1997-98,27,7
52,HV 71 Jonkoping,16,0,28,Sweden,50,1998-99,28,12
47,HV 71 Jonkoping,15,0,21,Sweden,40,1999-00,29,6
46,HV 71 Jonkoping,18,0,27,Sweden,48,2000-01,30,9
20,HV 71 Jonkoping,9,0,15,Sweden,46,2001-02,31,6
6,HV 71 Jonkoping,6,0,8,Sweden,15,2002-03,32,2
0,Sweden,0,0,0,WC-A,3,2002-03,32,0
32,HV 71 Jonkoping,23,0,27,Sweden,32,2003-04,33,4
44,HV 71 Jonkoping,15,0,24,Sweden,46,2004-05,34,9
48,HV 71 Jonkoping,25,0,31,Sweden,48,2005-06,35,6
56,HV 71 Jonkoping,18,0,25,Sweden,52,2006-07,36,7
28,HV 71 Jonkoping,7,0,10,Sweden,38,2007-08,37,3
42,HV 71 Jonkoping,18,0,27,Sweden,49,2008-09,38,9
16,HV 71 Jonkoping,1,0,1,Sweden,12,2009-10,39,0
