pim,team,assists,plus_minus,points,league,games_played,year,age,goals
32,Laval-Laurentides,20,0,28,QAHA,31,1993-94,14,8
34,Abitibi Forestiers,14,0,16,QAAA,44,1994-95,15,2
40,Sherbrooke Faucons,15,0,22,QMJHL,69,1995-96,16,7
10,Canada,2,0,2,U-18,5,1995-96,16,0
89,Sherbrooke Faucons,30,0,37,QMJHL,59,1996-97,17,7
37,Sherbrooke Faucons,25,-3,37,QMJHL,55,1997-98,18,12
78,Sherbrooke Castors,33,24,50,QMJHL,64,1998-99,19,17
44,Portland Pirates,5,0,8,AHL,43,1999-00,20,3
0,Hampton Roads Admirals,2,-1,2,ECHL,7,1999-00,20,0
22,Portland Pirates,7,1,8,AHL,32,2000-01,21,1
2,Richmond Renegades,4,-4,4,ECHL,15,2000-01,21,0
20,Portland Pirates,9,4,13,AHL,44,2001-02,22,4
17,Portland Pirates,1,0,3,AHL,10,2002-03,23,2
6,Portland Pirates,1,0,1,AHL,4,2003-04,24,0
50,Portland Pirates,8,-9,9,AHL,39,2004-05,25,1
90,Hershey Bears,12,-6,18,AHL,37,2005-06,26,6
145,Fuchse Duisburg,18,0,21,Germany,44,2006-07,27,3
62,Grizzly Adams Wolfsburg,23,0,26,Germany,44,2007-08,28,3
42,Krefeld Pinguine,5,0,7,Germany,33,2008-09,29,2
8,HK MVD Moscow Region,0,0,0,KHL,4,2008-09,29,0
