age,win,shotsPercentage,even_strength_goals,assists,plus_minus,league,games_played,shorthanded_goals,year,game_winning_goals,shots,goals,average_ice_time,power_play_goals,pim,total_ice_time,team,points
22,,0,0,4,0,NHL,0,0,1958-59,0,0,4,,0,8,,TOR,8
23,,13.8,0,1,-4,NHL,0,0,1959-60,0,29,4,,0,10,,TOR,5
24,,0.0,0,0,-4,NHL,5,0,1960-61,0,7,0,,0,8,,TOR,0
25,SC,0,0,1,4,NHL,0,0,1961-62,0,36,7,,0,24,,TOR,8
26,SC,6.5,0,5,4,NHL,10,0,1962-63,0,31,2,,0,14,,TOR,7
27,SC,12.2,0,3,0,NHL,0,0,1963-64,0,41,5,,0,20,,TOR,8
28,,11.1,0,1,2,NHL,6,0,1964-65,0,9,1,,0,16,,TOR,2
29,,7.7,0,1,-1,NHL,4,0,1965-66,0,13,1,,0,12,,TOR,2
30,SC,2.1,0,0,3,NHL,0,0,1966-67,0,48,1,,0,12,,TOR,11
32,,0.0,0,0,-7,NHL,4,0,1968-69,0,6,0,,0,2,,TOR,0
