age,win,shotsPercentage,even_strength_goals,assists,plus_minus,league,games_played,shorthanded_goals,year,game_winning_goals,shots,goals,average_ice_time,power_play_goals,pim,total_ice_time,team,points
20,SC,12.5,2,1,3,NHL,13,0,1975-76,0,16,2,,0,2,,MTL,3
21,SC,0.0,0,7,2,NHL,0,0,1976-77,0,13,0,,0,2,,MTL,7
22,SC,20.0,2,5,1,NHL,0,0,1977-78,1,15,3,,1,12,,MTL,8
23,SC,6.7,1,3,0,NHL,12,0,1978-79,0,15,1,,0,4,,MTL,4
24,,19.0,3,4,4,NHL,10,1,1979-80,0,21,4,,0,2,,MTL,8
25,,0.0,0,0,-2,NHL,3,0,1980-81,0,1,0,,0,0,,MTL,0
26,,25.0,0,0,-1,NHL,5,1,1981-82,0,4,1,,0,4,,MTL,1
27,,0.0,0,1,-2,NHL,4,0,1982-83,0,5,0,,0,0,,WSH,1
28,,13.3,2,3,2,NHL,8,0,1983-84,0,15,2,,0,6,,WSH,5
29,,16.7,1,0,-2,NHL,5,0,1984-85,0,6,1,,0,2,,WSH,1
30,,0.0,0,3,1,NHL,10,0,1985-86,0,7,0,,0,4,,HAR,3
31,,0.0,0,0,-6,NHL,6,0,1986-87,0,9,0,,0,4,,HAR,0
