assists,team,goals,year,games_played,points,pim,age,plus_minus,league
35,Sault Ste. Marie Elks,29,1987-88,33,64,34,16,0,NOHA
0,Thessalon Flyers,0,1987-88,2,0,0,16,0,NOJHA
0,Thessalon Flyers,0,1988-89,2,0,0,17,0,NOJHA
10,North Bay Centennials,8,1988-89,52,18,7,17,0,OHL
20,North Bay Centennials,22,1989-90,54,42,162,18,0,OHL
20,North Bay Centennials,22,1990-91,54,42,172,19,0,OHL
36,North Bay Centennials,59,1991-92,64,95,128,20,0,OHL
5,Hampton Roads Admirals,7,1992-93,9,12,6,21,0,ECHL
21,Baltimore Skipjacks,19,1992-93,67,40,170,21,0,AHL
9,2 Teams,5,1993-94,62,14,123,22,0,IHL
9,San Diego Gulls,4,1993-94,58,13,115,22,0,IHL
0,Milwaukee Admirals,1,1993-94,4,1,8,22,0,IHL
1,Portland Pirates,0,1994-95,5,1,9,23,0,AHL
26,Hampton Roads Admirals,14,1994-95,42,40,194,23,0,ECHL
27,Hampton Roads Admirals,34,1995-96,38,61,152,24,0,ECHL
1,Portland Pirates,0,1995-96,3,1,0,24,0,AHL
11,3 Teams,6,1995-96,35,17,104,24,0,IHL
9,Las Vegas Thunder,6,1995-96,22,15,86,24,0,IHL
1,Utah Grizzlies,0,1995-96,1,1,0,24,0,IHL
1,Indianapolis Ice,0,1995-96,12,1,18,24,0,IHL
8,Portland Pirates,9,1996-97,50,17,157,25,0,AHL
13,Portland Pirates,14,1997-98,43,27,181,26,0,AHL
5,2 Teams,1,1997-98,21,6,54,26,0,IHL
4,Fort Wayne Komets,1,1997-98,14,5,34,26,0,IHL
1,Manitoba Moose,0,1997-98,7,1,20,26,0,IHL
25,Portland Pirates,24,1998-99,57,49,153,27,0,AHL
