pim,team,assists,plus_minus,points,league,games_played,year,age,goals
16,HC Slovan Bratislava Jr.,28,0,70,Slovak-Jr.,38,1994-95,16,42
2,Slovakia,7,0,15,EJC-B,5,1994-95,16,8
2,HC Slovan Harvard Bratislava Jr.,17,0,43,Slovak-Jr.,16,1995-96,17,26
0,HC Slovan Harvard Bratislava,3,0,6,Slovakia,13,1995-96,17,3
52,Spokane Chiefs,35,0,66,WHL,70,1996-97,18,31
34,Spokane Chiefs,40,23,73,WHL,52,1997-98,19,33
29,Slovakia,1,0,5,WJC-A,6,1997-98,19,4
31,Milwaukee Admirals,17,-8,28,IHL,51,1998-99,20,11
82,Milwaukee Admirals,32,9,52,IHL,78,1999-00,21,20
4,Milwaukee Admirals,7,4,11,IHL,15,2000-01,22,4
2,Milwaukee Admirals,0,1,1,AHL,2,2001-02,23,1
4,HC JME Znojemsti Orli Znojmo,0,0,2,CzRep,9,2002-03,24,2
6,Lukko Rauma,8,0,14,Finland,26,2002-03,24,6
26,Nurnberg Ice Tigers,13,0,36,Germany,43,2003-04,25,23
8,Hannover Scorpions,6,0,10,Germany,14,2004-05,26,4
