assists,game_winning_goals,goals,age,average_ice_time,offensive_point_share,defensive_point_share,even_strength_goals,total_ice_time,power_play_assists,positions,overall_point_share,even_strength_assists,team,link,shorthanded_assists,pim,power_play_goals,plus_minus,name,shotsPercentage,year,points,shorthanded_goals,games_played,shots
53,4,26,32,22:01,6.3,2.9,16,1805,16,C,9.2,37,COL,/players/s/sakicjo01.html,0,18,9,12,Joe Sakic,10.0,2002,79,1,82,260
40,2,16,32,27:35,5.6,6.6,6,2068,17,D,12.2,22,COL,/players/b/blakero01.html,1,58,10,16,Rob Blake,7.0,2002,56,0,75,229
35,2,13,22,18:20,3.0,2.0,6,1284,12,LW,5.0,23,COL,/players/t/tangual01.html,0,36,7,8,Alex Tanguay,14.4,2002,48,0,70,90
25,6,21,25,17:57,3.1,2.0,16,1471,10,LW,5.1,14,COL,/players/d/drurych01.html,1,38,5,1,Chris Drury,8.9,2002,46,0,82,236
27,3,19,25,16:32,3.9,2.1,15,1107,10,C,6.0,14,COL,/players/r/reinpst01.html,3,18,4,14,Steve Reinprecht,17.1,2002,46,0,67,111
23,5,21,25,20:11,3.5,1.7,13,1252,11,RW,5.2,12,COL,/players/h/hejdumi01.html,0,24,7,0,Milan Hejduk,15.1,2002,44,1,62,139
21,1,10,22,22:18,2.5,4.4,5,1829,11,D,6.9,9,COL,/players/s/skoulma01.html,1,42,5,-3,Martin Skoula,10.0,2002,31,0,82,100
12,3,18,20,14:32,3.1,1.3,12,756,5,LW,4.4,7,COL,/players/v/vrbatra01.html,0,14,6,7,Radim Vrbata,16.1,2002,30,0,52,112
22,0,5,30,25:59,1.9,4.2,3,1429,10,D,6.2,11,COL,/players/f/footead01.html,1,55,1,7,Adam Foote,5.9,2002,27,1,55,85
14,5,10,24,12:41,1.8,0.9,9,672,5,RW,2.7,9,COL,/players/n/niemivi01.html,0,30,1,1,Ville Nieminen,13.9,2002,24,0,53,72
12,3,8,29,23:03,1.0,6.3,6,1890,1,D,7.3,10,COL,/players/d/devrigr01.html,1,57,1,18,Greg de Vries,5.4,2002,20,1,82,148
12,1,5,27,14:02,-0.5,1.4,4,1024,0,C,0.9,12,COL,/players/y/yellest01.html,0,48,0,1,Stephane Yelle,7.0,2002,17,1,73,71
10,3,5,28,15:15,-1.0,1.3,5,1128,0,LW,0.3,10,COL,/players/m/messier01.html,0,26,0,-5,Eric Messier,6.0,2002,15,0,74,84
7,1,7,23,11:24,0.5,1.0,5,638,1,RW,1.5,6,COL,/players/w/willsbr01.html,0,14,2,4,Brian Willsie,10.6,2002,14,0,56,66
9,0,4,28,14:37,0.7,3.1,2,1082,3,D,3.8,6,COL,/players/t/trepapa01.html,0,59,2,4,Pascal Trepanier,4.6,2002,13,0,74,87
6,3,6,25,12:27,-0.1,1.3,5,722,0,C,1.2,6,COL,/players/h/hinotda01.html,0,39,0,8,Dan Hinote,8.0,2002,12,1,58,75
6,2,6,33,13:00,0.5,0.7,5,533,0,RW,1.2,5,COL,/players/p/podeish01.html,1,39,0,0,Shjon Podein,14.0,2002,12,1,41,43
7,0,2,24,8:07,0.1,0.7,1,406,0,LW,0.8,6,COL,/players/l/larsebr01.html,1,47,1,4,Brad Larsen,5.3,2002,9,0,50,38
5,0,2,34,16:55,-0.1,0.4,2,372,1,RW,0.4,3,COL,/players/k/keanemi01.html,1,16,0,-2,Mike Keane,7.7,2002,7,0,22,26
3,1,2,21,9:26,0.2,0.3,2,208,0,C,0.5,3,COL,/players/h/hahlri01.html,0,14,0,1,Riku Hahl,11.8,2002,5,0,22,17
4,0,1,24,5:50,-0.4,0.5,1,367,0,LW,0.1,4,COL,/players/p/parkesc01.html,0,154,0,0,Scott Parker,3.1,2002,5,0,63,32
2,0,2,19,10:15,-0.1,0.2,1,256,0,LW,0.1,2,COL,/players/n/nedorva01.html,0,2,1,-4,Vaclav Nedorost,9.1,2002,4,0,25,22
4,0,0,36,12:44,-0.1,1.4,0,458,0,D,1.4,4,COL,/players/g/gillto01.html,0,25,0,3,Todd Gill,0.0,2002,4,0,36,26
3,0,0,36,59:55,0.0,0.0,0,3774,0,G,13.3,0,COL,/players/r/roypa01.html,0,26,0,0,Patrick Roy,,2002,3,0,63,0
0,0,2,28,6:35,0.2,0.1,2,66,0,C,0.4,0,COL,/players/f/faircke01.html,0,2,0,1,Kelly Fairchild,33.3,2002,2,0,10,6
