assists,year,games_played,points,goals,team,age,pim,plus_minus,league
10,1985-86,8,12,2,Laval-Laurentides,16,14,0,QAAA
2,1986-87,8,5,3,Granby Bisons,17,10,0,QMJHL
3,1987-88,5,3,0,Granby Bisons,18,10,0,QMJHL
2,1987-88,4,2,0,Sherbrooke Canadiens,18,2,0,AHL
