game_winning_goals,plus_minus,shots,shorthanded_assists,games_played,assists,year,even_strength_assists,shorthanded_goals,goals,power_play_goals,average_ice_time,league,shotsPercentage,power_play_assists,age,pim,awards,points,even_strength_goals,total_ice_time,team
0,9,39,0,36,12,1988-89,9,0,2,1,,NHL,5.1,3,19,26,[],14,1,,MTL
0,1,48,0,55,13,1989-90,12,0,3,1,,NHL,6.3,1,20,51,[],16,2,,MTL
1,7,114,0,62,18,1990-91,10,0,7,0,,NHL,6.1,8,21,27,[],25,7,,MTL
2,17,141,0,77,32,1991-92,23,0,6,4,,NHL,4.3,9,22,50,"[{'link': '/awards/voting-1992.html#AS', 'name': 'AS-11'}]",38,2,,MTL
1,20,163,2,82,32,1992-93,17,0,13,7,,NHL,8.0,13,23,98,"[{'link': '/awards/voting-1993.html#AS', 'name': 'AS-16'}]",45,6,,MTL
3,-1,193,0,84,23,1993-94,13,1,12,6,,NHL,6.2,10,24,97,[],35,5,,MTL
1,12,93,0,43,24,1994-95,13,0,5,1,,NHL,5.4,11,25,14,"[{'link': '/awards/voting-1995.html#AS', 'name': 'AS-5'}]",29,4,,TOT
0,2,14,0,9,6,1994-95,3,0,0,0,,NHL,0.0,3,25,2,"[{'link': '/awards/voting-1995.html#AS', 'name': 'AS-5'}]",6,0,,MTL
1,10,79,0,34,18,1994-95,10,0,5,1,,NHL,6.3,8,25,12,"[{'link': '/awards/voting-1995.html#AS', 'name': 'AS-5'}]",23,4,,PHI
2,19,184,2,80,40,1995-96,13,0,7,5,,NHL,3.8,25,26,45,"[{'link': '/awards/voting-1996.html#AS', 'name': 'AS-9'}, {'link': '/awards/voting-1996.html#norris', 'name': 'Norris-9'}]",47,2,,PHI
1,25,183,1,0,34,1996-97,22,1,12,5,,NHL,6.6,11,27,50,"[{'link': '/awards/voting-1997.html#AS', 'name': 'AS-10'}, {'link': '/awards/voting-1997.html#norris', 'name': 'Norris-9'}]",46,6,,PHI
0,11,150,0,77,27,1997-98,13,1,6,2,,NHL,4.0,14,28,36,"[{'link': '/awards/voting-1998.html#norris', 'name': 'Norris-16'}]",33,3,,PHI
2,18,190,1,68,36,1998-99,17,0,15,6,25:48,NHL,7.9,18,29,38,"[{'link': '/awards/nhl_all_star.html#1999', 'name': None}, {'link': '/awards/voting-1999.html#AS', 'name': 'AS-4'}, {'link': '/awards/voting-1999.html#norris', 'name': 'Norris-5'}]",51,9,1754,PHI
4,20,207,0,81,41,1999-00,25,0,14,8,27:01,NHL,6.8,16,30,32,"[{'link': '/awards/nhl_all_star.html#2000', 'name': None}, {'link': '/awards/voting-2000.html#AS', 'name': 'AS-4'}, {'link': '/awards/voting-2000.html#norris', 'name': 'Norris-4'}]",55,6,2188,PHI
4,-3,187,1,79,33,2000-01,19,1,15,6,26:27,NHL,8.0,13,31,50,"[{'link': '/awards/voting-2001.html#AS', 'name': 'AS-13'}, {'link': '/awards/voting-2001.html#norris', 'name': 'Norris-10'}]",48,8,2089,PHI
0,-1,117,1,65,19,2001-02,14,1,6,2,22:12,NHL,5.1,4,32,24,[],25,3,1443,PHI
2,30,197,1,79,24,2002-03,16,0,8,1,22:55,NHL,4.1,7,33,35,"[{'link': '/awards/voting-2003.html#AS', 'name': 'AS-17'}, {'link': '/awards/voting-2003.html#byng', 'name': 'Byng-34'}, {'link': '/awards/voting-2003.html#norris', 'name': 'Norris-14'}]",32,7,1810,PHI
0,11,92,1,48,11,2003-04,7,0,1,0,22:29,NHL,1.1,3,34,28,[],12,1,1079,PHI
1,3,88,3,45,20,2005-06,7,0,4,3,23:36,NHL,4.5,10,36,56,[],24,1,1062,PHI
