game_winning_goals,shotsPercentage,plus_minus,shots,power_play_goals,age,average_ice_time,games_played,assists,year,points,shorthanded_goals,goals,even_strength_goals,team,win,pim,total_ice_time,league
0,0.0,1,6,0,23,71,5,0,2014-15,0,0,0,0,PIT,,0,10,NHL
0,7.7,-3,26,1,24,517,0,6,2015-16,8,0,2,1,PIT,SC,2,69,NHL
1,4.0,9,25,0,25,550,0,5,2016-17,6,0,1,1,PIT,SC,6,53,NHL
