assists,year,games_played,points,goals,team,age,pim,plus_minus,league
9,2013-14,17,12,3,Wilkes-Barre Scranton Penguins,22,5,22,AHL
3,2014-15,6,3,0,Wilkes-Barre Scranton Penguins,23,-4,0,AHL
