pim,team,assists,plus_minus,points,league,games_played,year,age,goals
68,Peterborough Petes,30,0,56,ON-Jr.B,42,1990-91,16,26
27,Sault Ste. Marie Greyhounds,11,0,18,OHL,48,1991-92,17,7
116,Sault Ste. Marie Greyhounds,39,0,84,OHL,62,1992-93,18,45
116,Sault Ste. Marie Greyhounds,60,0,102,OHL,60,1993-94,19,42
26,Canada,2,0,6,WJC-A,7,1993-94,19,4
85,Atlanta Knights,17,0,35,IHL,66,1994-95,20,18
28,Saint John Flames,3,2,7,AHL,8,1997-98,23,4
128,Michigan K-Wings,33,-9,57,IHL,67,1998-99,24,24
73,Michigan K-Wings,15,2,29,IHL,28,1999-00,25,14
83,St. John\'s Maple Leafs,29,-13,43,AHL,70,2002-03,28,14
100,St. John\'s Maple Leafs,45,-2,67,AHL,75,2003-04,29,22
0,Storhamar Dragons Hamar,0,0,0,Norway,1,2004-05,30,0
58,Utah Grizzlies,14,-24,19,AHL,60,2004-05,30,5
106,Portland Pirates,31,18,47,AHL,72,2005-06,31,16
91,Kolner Haie,4,0,11,Germany,39,2006-07,32,7
