giveaways,league,games_played,game_winning_goals,age,faceoff_loses,total_shots,shots,points,hits,power_play_assists,total_ice_time,team,takeaways,faceoff_percentage,awards,shotsPercentage,even_strength_goals,assists,plus_minus,goals,faceoff_wins,shorthanded_goals,year,blocks,average_ice_time,power_play_goals,pim,shorthanded_assists,even_strength_assists
2,NHL,7,0,23,0,14,5,4,5,2,104,BUF,1,0,[],0.0,0,4,1,0,0,0,2015-16,4,14:49,0,8,0,2
1,NHL,11,0,24,0,19,10,0,15,0,139,BUF,0,0,[],0.0,0,0,-3,0,0,0,2016-17,5,12:36,0,4,0,0
