pim,team,assists,plus_minus,points,league,games_played,year,age,goals
223,Kahnawake Condors,45,0,69,QJHL,53,1999-00,18,24
105,Shawinigan Cataractes,14,26,30,QMJHL,63,2000-01,19,16
184,Shawinigan Cataractes,35,27,70,QMJHL,64,2001-02,20,35
265,2 Teams,19,-16,32,ECHL,66,2002-03,21,13
201,Greenville Grrrowl,17,-9,26,ECHL,53,2002-03,21,9
64,Baton Rouge Kingfish,2,-7,6,ECHL,13,2002-03,21,4
0,Manitoba Moose,0,0,0,AHL,2,2003-04,22,0
194,Columbia Inferno,44,25,73,ECHL,64,2003-04,22,29
107,Manitoba Moose,17,3,26,AHL,72,2004-05,23,9
4,Columbia Inferno,1,3,6,ECHL,4,2004-05,23,5
57,Manitoba Moose,18,1,30,AHL,33,2005-06,24,12
2,Canada,0,5,3,WC-A,5,2011-12,30,3
4,Canada,1,0,1,WC,6,2013-14,32,0
