year,age,goals,pim,assists,plus_minus,league,games_played,team,points
1999-00,16,27,34,43,0,ON-Jr.A,47,Georgetown Raiders,70
2000-01,17,13,38,18,0,OHL,61,Barrie Colts,31
2001-02,18,19,76,31,9,OHL,66,Barrie Colts,50
2002-03,19,41,75,71,36,OHL,68,Sarnia Sting,112
2003-04,20,22,70,56,8,OHL,58,Sarnia Sting,78
2004-05,21,34,102,41,0,ECHL,68,South Carolina Stingrays,75
2005-06,22,20,60,30,0,AHL,61,Hershey Bears,50
2006-07,23,28,58,39,3,AHL,68,Hershey Bears,67
2007-08,24,21,72,28,1,AHL,78,San Antonio Rampage,49
2008-09,25,17,58,21,0,Finland,56,Jokerit Helsinki,38
2009-10,26,15,59,30,0,Germany,53,Frankfurt Lions,45
2010-11,27,2,16,12,0,Germany,15,Hamburg Freezers,14
2011-12,28,2,8,5,0,Finland,18,Tappara Tampere,7
2011-12,28,7,16,16,0,Austria,32,Klagenfurter AC,23
2012-13,29,8,51,17,-3,AHL,40,Hamilton Bulldogs,25
