year,age,goals,pim,assists,plus_minus,league,games_played,team,points
2000-01,17,1,10,1,0,OHL,5,Barrie Colts,2
2001-02,18,7,28,7,7,OHL,20,Barrie Colts,14
2002-03,19,1,0,2,-2,OHL,3,Sarnia Sting,3
2003-04,20,2,17,2,-1,OHL,3,Sarnia Sting,4
2004-05,21,2,0,1,0,ECHL,4,South Carolina Stingrays,3
2005-06,22,2,12,3,0,AHL,19,Hershey Bears,5
2006-07,23,4,8,1,-3,AHL,9,Hershey Bears,5
2007-08,24,2,2,0,-2,AHL,7,San Antonio Rampage,2
2008-09,25,2,4,1,0,Finland,5,Jokerit Helsinki,3
2009-10,26,0,0,1,0,Germany,4,Frankfurt Lions,1
2011-12,28,5,14,6,0,Austria,16,Klagenfurter AC,11
