average_ice_time,total_shots,points,game_winning_goals,shorthanded_goals,blocks,league,age,even_strength_assists,faceoff_wins,pim,plus_minus,shots,faceoff_percentage,even_strength_goals,faceoff_loses,power_play_goals,shorthanded_assists,power_play_assists,takeaways,year,team,goals,hits,assists,giveaways,shotsPercentage,total_ice_time,games_played,awards
12:50,0,7,0,1,0,NHL,24,5,0,68,3,30,0,0,0,0,1,0,0,2005-06,BOS,1,0,6,0,3.3,936,73,[]
19:40,0,10,0,0,0,NHL,25,9,0,124,-15,41,0,0,0,0,0,1,0,2006-07,BOS,0,0,10,0,0.0,1495,76,[]
20:37,62,2,0,0,52,NHL,26,2,1,39,4,25,50.0,0,1,0,0,0,5,2007-08,BOS,0,53,2,15,0.0,722,35,[]
15:48,122,13,0,0,133,NHL,27,11,0,61,6,46,0,1,0,0,1,0,27,2008-09,PHI,1,157,12,59,2.2,1248,79,[]
15:23,131,12,0,0,88,NHL,28,9,0,87,6,50,0.0,3,1,0,0,0,19,2009-10,TOT,3,216,9,39,6.0,1169,76,[]
15:04,105,10,0,0,67,NHL,28,8,0,74,7,38,0,2,0,0,0,0,17,2009-10,CAR,2,172,8,30,5.3,935,62,[]
16:45,26,2,0,0,21,NHL,28,1,0,13,-1,12,0.0,1,1,0,0,0,2,2009-10,VAN,1,44,1,9,8.3,235,14,[]
15:10,53,7,0,0,49,NHL,29,6,0,41,0,21,0,1,0,0,0,0,7,2010-11,VAN,1,113,6,19,4.8,637,42,[]
14:18,61,3,2,0,39,NHL,30,1,0,40,4,19,0,2,0,0,0,0,13,2011-12,VAN,2,91,1,16,10.5,629,44,[]
15:11,40,1,0,0,31,NHL,31,1,0,32,-7,15,0,0,0,0,0,0,5,2012-13,VAN,0,39,1,7,0.0,364,24,[]
7:23,13,0,0,0,7,NHL,32,0,0,0,1,5,0,0,0,0,0,0,0,2013-14,VAN,0,6,0,4,0.0,74,10,[]
