year,age,goals,pim,assists,plus_minus,league,games_played,team,points
2001-02,16,0,4,2,0,Swe-Jr.,7,MIF Redhawks Malmo Jr.,2
2002-03,17,2,8,4,0,Swe-Jr.,6,MIF Redhawks Malmo Jr.,6
2003-04,18,0,0,0,0,SEL,0,Malmo IF,0
2003-04,18,1,10,2,0,Swe-U18,6,MIF Redhawks Malmo U18,3
2004-05,19,0,0,0,0,SEL,0,Malmo IF,0
2004-05,19,2,12,1,0,Swe-Jr.,3,IF Malmo Redhawks Jr.,3
2006-07,21,0,0,0,0,SEL,0,Malmo IF,0
2009-10,24,0,0,1,0,Sweden-2,5,IF Malmo Redhawks,1
2012-13,27,1,27,1,0,SEL,6,Linkopings HC,2
2012-13,27,1,27,1,0,Sweden,6,Linkopings HC,2
