shots_againist,good_start_precentages,ties,saves,minutes,games_played,assists,year,goals,wins,goals_allowed_average,league,games_started,goals_allowed,goals_allowed_precentage,goals_saved_aboved_average,loses,good_starts,saves_percentage,age,pim,shutouts,points,bad_start,team
0,0,0,0,600,10,0,1943-44,0,10,0.30,OHA,0,3,0,0,0,0,0,16,0,8,0,0,St. Michael\'s Midget Majors
0,0,0,0,360,6,0,1944-45,0,6,2.67,ON-Jr.B,0,16,0,0,0,0,0,17,0,0,0,0,St. Michael\'s Buzzers
0,0,0,0,20,1,0,1945-46,0,0,0.00,OHA-Jr.,0,0,0,0,0,0,0,18,0,0,0,0,St. Michael\'s Majors
0,0,0,0,1200,20,0,1946-47,0,0,8.80,OHA-Jr.,0,176,0,0,0,0,0,19,0,0,0,0,Hamilton Szabos
0,0,0,0,120,2,0,1946-47,0,0,4.50,EAHL,0,9,0,0,2,0,0,19,0,0,0,0,New York Rovers
0,0,0,0,840,14,0,1947-48,0,0,6.57,EAHL,0,92,0,0,0,0,0,20,0,0,0,0,New York Rovers
0,0,0,0,600,10,0,1947-48,0,0,5.50,QSHL,0,55,0,0,0,0,0,20,0,0,0,0,New York Rovers
0,0,0,0,480,8,0,1947-48,0,0,2.63,USHL,0,21,0,0,0,0,0,20,0,2,0,0,St. Paul Saints
0,0,2,0,660,11,0,1948-49,0,3,3.45,USHL,0,38,0,0,6,0,0,21,0,0,0,0,2 Teams
0,0,1,0,120,2,0,1948-49,0,0,3.00,USHL,0,6,0,0,1,0,0,21,0,0,0,0,Kansas City Pla-Mors
0,0,1,0,540,9,0,1948-49,0,3,3.56,USHL,0,32,0,0,5,0,0,21,0,0,0,0,Omaha Knights
0,0,0,0,780,13,0,1949-50,0,3,5.31,USHL,0,69,0,0,10,0,0,22,0,0,0,0,St. Paul Saints
0,0,0,0,60,1,0,1950-51,0,0,5.00,OHA-Sr.,0,5,0,0,0,0,0,23,0,0,0,0,St. Michael\'s Monarchs
