age,win,shotsPercentage,even_strength_goals,assists,plus_minus,league,games_played,shorthanded_goals,year,game_winning_goals,shots,goals,average_ice_time,power_play_goals,pim,total_ice_time,team,points
21,,0.0,0,3,2,NHL,6,0,1964-65,0,20,0,,0,7,,TOR,3
22,,0.0,0,0,-1,NHL,4,0,1965-66,0,3,0,,0,26,,TOR,0
23,SC,9.8,0,7,4,NHL,0,0,1966-67,0,0,5,,0,20,,TOR,12
26,,8.3,0,1,-3,NHL,4,1,1969-70,0,12,1,,0,6,,DET,2
27,,7.7,3,2,-4,NHL,13,0,1970-71,2,39,3,,0,6,,NYR,5
28,,6.9,4,8,-1,NHL,0,0,1971-72,1,58,4,,0,18,,NYR,12
29,,16.7,3,2,-2,NHL,10,0,1972-73,1,24,4,,1,6,,NYR,6
30,,16.2,5,6,3,NHL,13,0,1973-74,0,37,6,,1,35,,NYR,12
31,,14.3,1,0,0,NHL,3,0,1974-75,0,7,1,,0,10,,NYR,1
34,,50.0,1,0,0,NHL,2,0,1977-78,0,2,1,,0,2,,LAK,1
